,freq,statinfo,Unit of measure,isced11,International Standard Classification of Education (ISCED 2011),sex,age,geo,Geopolitical entity (reporting),TIME_PERIOD,OBS_VALUE
15070,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,CZ,Czechia,2018,7.1
15071,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,CZ,Czechia,2021,7.0
15072,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,CZ,Czechia,2022,7.2
15073,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,CZ,Czechia,2023,7.1
15074,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,CZ,Czechia,2024,7.2
15075,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DE,Germany,2013,7.0
15076,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DE,Germany,2018,7.2
15077,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DE,Germany,2021,
15078,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DE,Germany,2022,6.4
15079,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DE,Germany,2023,6.8
15080,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DE,Germany,2024,6.8
15081,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DK,Denmark,2013,7.9
15082,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DK,Denmark,2018,7.7
15083,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DK,Denmark,2021,7.6
15084,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DK,Denmark,2022,7.6
15085,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DK,Denmark,2023,7.5
15086,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,DK,Denmark,2024,7.6
15087,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EA20,Euro area – 20 countries (from 2023),2022,6.9
15088,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EA20,Euro area – 20 countries (from 2023),2023,7.1
15089,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EA20,Euro area – 20 countries (from 2023),2024,7.1
15090,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EE,Estonia,2013,5.8
15091,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EE,Estonia,2018,6.5
15092,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EE,Estonia,2021,6.8
15093,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EE,Estonia,2022,6.8
15094,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EE,Estonia,2023,6.8
15095,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EE,Estonia,2024,6.7
15096,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EL,Greece,2013,6.0
15097,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EL,Greece,2018,6.3
15098,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EL,Greece,2021,6.7
15099,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EL,Greece,2022,6.7
15100,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EL,Greece,2023,6.8
15101,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EL,Greece,2024,6.6
15102,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ES,Spain,2013,6.8
15103,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ES,Spain,2018,7.3
15104,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ES,Spain,2021,7.0
15105,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ES,Spain,2022,7.0
15106,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ES,Spain,2023,7.0
15107,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ES,Spain,2024,7.0
15108,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EU27_2020,European Union - 27 countries (from 2020),2013,6.9
15109,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EU27_2020,European Union - 27 countries (from 2020),2018,7.2
15110,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EU27_2020,European Union - 27 countries (from 2020),2021,
15111,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EU27_2020,European Union - 27 countries (from 2020),2022,7.0
15112,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EU27_2020,European Union - 27 countries (from 2020),2023,7.2
15113,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,EU27_2020,European Union - 27 countries (from 2020),2024,7.1
15114,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FI,Finland,2013,7.8
15115,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FI,Finland,2018,8.0
15116,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FI,Finland,2021,8.0
15117,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FI,Finland,2022,7.8
15118,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FI,Finland,2023,7.8
15119,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FI,Finland,2024,7.8
15120,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FR,France,2013,7.0
15121,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FR,France,2018,7.1
15122,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FR,France,2021,6.6
15123,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FR,France,2022,6.8
15124,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FR,France,2023,7.0
15125,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,FR,France,2024,7.0
15126,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HR,Croatia,2013,6.2
15127,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HR,Croatia,2018,6.3
15128,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HR,Croatia,2021,6.6
15129,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HR,Croatia,2022,6.6
15130,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HR,Croatia,2023,6.8
15131,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HR,Croatia,2024,7.0
15132,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HU,Hungary,2013,5.8
15133,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HU,Hungary,2018,6.2
15134,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HU,Hungary,2021,6.4
15135,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HU,Hungary,2022,6.6
15136,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HU,Hungary,2023,7.1
15137,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,HU,Hungary,2024,6.9
15138,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IE,Ireland,2013,7.4
15139,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IE,Ireland,2018,8.0
15140,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IE,Ireland,2021,7.3
15141,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IE,Ireland,2022,7.4
15142,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IE,Ireland,2023,7.4
15143,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IE,Ireland,2024,7.5
15144,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IS,Iceland,2013,7.8
15145,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IS,Iceland,2018,8.0
15146,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IT,Italy,2013,6.9
15147,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IT,Italy,2018,7.3
15148,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IT,Italy,2021,7.2
15149,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IT,Italy,2022,7.2
15150,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IT,Italy,2023,7.4
15151,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,IT,Italy,2024,7.4
15152,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LT,Lithuania,2013,6.1
15153,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LT,Lithuania,2018,5.7
15154,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LT,Lithuania,2021,6.4
15155,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LT,Lithuania,2022,6.4
15156,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LT,Lithuania,2023,6.5
15157,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LT,Lithuania,2024,6.6
15158,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LU,Luxembourg,2013,7.5
15159,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LU,Luxembourg,2018,7.6
15160,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LU,Luxembourg,2021,7.4
15161,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LU,Luxembourg,2022,7.2
15162,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LU,Luxembourg,2023,7.3
15163,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LU,Luxembourg,2024,7.1
15164,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LV,Latvia,2013,6.0
15165,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LV,Latvia,2018,6.2
15166,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LV,Latvia,2021,6.3
15167,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LV,Latvia,2022,6.4
15168,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LV,Latvia,2023,6.4
15169,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,LV,Latvia,2024,6.5
15170,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ME,Montenegro,2013,5.3
15171,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ME,Montenegro,2018,6.0
15172,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ME,Montenegro,2021,6.1
15173,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,ME,Montenegro,2022,5.6
15174,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MK,North Macedonia,2013,
15175,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MK,North Macedonia,2018,5.8
15176,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MT,Malta,2013,7.5
15177,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MT,Malta,2018,7.7
15178,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MT,Malta,2021,6.9
15179,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MT,Malta,2022,7.5
15180,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MT,Malta,2023,7.3
15181,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,MT,Malta,2024,7.3
15182,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NL,Netherlands,2013,7.7
15183,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NL,Netherlands,2018,7.6
15184,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NL,Netherlands,2021,7.6
15185,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NL,Netherlands,2022,7.6
15186,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NL,Netherlands,2023,7.5
15187,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NL,Netherlands,2024,7.6
15188,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NO,Norway,2013,8.0
15189,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NO,Norway,2018,8.1
15190,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NO,Norway,2021,7.7
15191,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NO,Norway,2022,7.8
15192,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NO,Norway,2023,7.6
15193,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,NO,Norway,2024,7.7
15194,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PL,Poland,2013,7.0
15195,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PL,Poland,2018,7.5
15196,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PL,Poland,2021,7.4
15197,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PL,Poland,2022,7.4
15198,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PL,Poland,2023,7.5
15199,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PL,Poland,2024,7.5
15200,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PT,Portugal,2013,6.2
15201,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PT,Portugal,2018,6.9
15202,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PT,Portugal,2021,
15203,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PT,Portugal,2022,7.0
15204,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PT,Portugal,2023,7.1
15205,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,PT,Portugal,2024,7.4
15206,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RO,Romania,2013,6.9
15207,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RO,Romania,2018,7.3
15208,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RO,Romania,2021,7.6
15209,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RO,Romania,2022,7.6
15210,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RO,Romania,2023,7.7
15211,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RO,Romania,2024,7.7
15212,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RS,Serbia,2013,4.5
15213,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RS,Serbia,2018,5.2
15214,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RS,Serbia,2021,5.5
15215,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RS,Serbia,2022,5.8
15216,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,RS,Serbia,2023,6.0
15217,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SE,Sweden,2013,7.8
15218,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SE,Sweden,2018,7.8
15219,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SE,Sweden,2021,7.6
15220,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SE,Sweden,2022,7.6
15221,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SE,Sweden,2023,7.5
15222,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SE,Sweden,2024,7.6
15223,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SI,Slovenia,2013,6.6
15224,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SI,Slovenia,2018,6.8
15225,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SI,Slovenia,2021,7.2
15226,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SI,Slovenia,2022,7.3
15227,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SI,Slovenia,2023,7.5
15228,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SI,Slovenia,2024,7.4
15229,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SK,Slovakia,2013,6.5
15230,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SK,Slovakia,2018,6.7
15231,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SK,Slovakia,2021,6.6
15232,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SK,Slovakia,2022,6.7
15233,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SK,Slovakia,2023,7.0
15234,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,SK,Slovakia,2024,7.0
15235,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,TR,Türkiye,2013,5.6
15236,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,TR,Türkiye,2018,5.6
15237,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,TR,Türkiye,2021,5.8
15238,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,TR,Türkiye,2022,5.7
15239,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,TR,Türkiye,2023,5.9
15240,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,TR,Türkiye,2024,5.9
15241,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,UK,United Kingdom,2013,7.0
15242,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,UK,United Kingdom,2018,7.4
15243,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y50-64,XK,Kosovo*,2018,5.7
15244,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AL,Albania,2018,5.4
15245,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AL,Albania,2021,5.6
15246,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AT,Austria,2013,7.7
15247,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AT,Austria,2018,8.0
15248,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AT,Austria,2021,8.0
15249,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AT,Austria,2022,8.0
15250,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AT,Austria,2023,8.0
15251,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,AT,Austria,2024,7.8
15252,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,BE,Belgium,2013,7.6
15253,A,AVG,Rating (0-10),ED3_4,Upper secondary and post-secondary non-tertiary education (levels 3 and 4),T,Y65-74,BE,Belgium,2018,7.6
